iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw,success_rate
666,0.877616,0.327161,-0.350365,0.630080,-0.029609,0.042366,0.160487,0.213051,-1.660433,0.357961,0.356826,-0.209228,-0.188568,0.099569,0.915385
667,0.997150,0.048462,-0.057825,0.645973,-0.028070,0.042375,0.160160,0.213700,-1.734384,0.057857,0.048563,-0.211514,-0.188199,0.099493,0.916031
668,0.943653,-0.195899,0.266725,0.590288,-0.026615,0.042019,0.160319,0.214264,-1.829733,-0.269993,-0.204689,-0.213937,-0.188321,0.099037,0.916031
669,0.757751,-0.299158,0.579928,-0.467793,-0.025443,0.041509,0.160946,0.213244,-1.975280,-0.618641,-0.376013,-0.216570,-0.188965,0.098327,0.916031
670,0.533884,-0.210641,0.818901,-0.291376,-0.024608,0.041132,0.161928,0.212491,-2.266016,-0.959493,-0.375795,-0.219629,-0.190115,0.097620,0.916031
671,0.374629,0.041507,0.926245,-0.076767,-0.024013,0.041133,0.163067,0.212060,-3.030402,-1.184325,0.110346,-0.223818,-0.191596,0.097639,0.916031
672,0.352814,0.355400,0.865571,0.152922,-0.023452,0.041601,0.164113,0.211972,2.296206,-1.046290,0.789049,-0.220067,-0.192868,0.098668,0.916667
673,0.474926,0.599074,0.644636,0.375298,-0.022712,0.042429,0.164827,0.212215,1.887447,-0.700547,0.900481,-0.216936,-0.193622,0.099859,0.916667
674,0.680195,0.661107,0.316658,0.567929,-0.021669,0.043347,0.165052,0.212743,1.673326,-0.322204,0.771168,-0.214131,-0.193813,0.100855,0.916667
675,0.867148,0.496654,-0.037281,0.713131,-0.020352,0.044019,0.164752,0.213484,1.491120,0.037290,0.520138,-0.211605,-0.193471,0.101476,0.916667
676,0.932419,0.145012,-0.331007,0.797110,-0.018943,0.044168,0.164019,0.214347,1.276445,0.337370,0.154286,-0.209404,-0.192686,0.101554,0.916667
677,0.814065,-0.284561,-0.506283,0.813167,-0.017712,0.043682,0.163029,0.215232,1.002796,0.530870,-0.336279,-0.207613,-0.191617,0.100908,0.917293
678,0.515644,-0.655134,-0.552187,0.761742,-0.016926,0.042652,0.161974,0.216038,0.720239,0.584985,-0.903983,-0.206245,-0.190471,0.099425,0.917293
679,0.105648,-0.855101,-0.507584,0.650602,-0.016745,0.041329,0.160988,0.216678,0.537538,0.532378,-1.447869,-0.205149,-0.189407,0.097147,0.917293
680,-0.310702,-0.841164,-0.442614,-0.493310,-0.017177,0.040032,0.160100,0.215634,0.499505,0.458511,-1.924623,-0.204113,-0.188454,0.094173,0.917293
681,-0.628882,-0.649296,-0.427695,-0.307249,-0.018076,0.039019,0.159237,0.214866,0.578107,0.441941,-2.340224,-0.202965,-0.187528,0.090599,0.917293
682,-0.776535,-0.379947,-0.502627,-0.113822,-0.019188,0.038405,0.158267,0.214384,0.724298,0.526635,-2.686553,-0.201605,-0.186481,0.086527,0.910448
683,-0.739225,-0.155115,-0.655351,0.064805,-0.020242,0.038122,0.157075,0.214165,0.903176,0.714648,-2.934759,-0.199987,-0.185162,0.082103,0.917910
684,-0.709636,-0.121687,-0.693981,0.099984,-0.021250,0.037888,0.155831,0.213998,0.946852,0.767004,-2.971766,-0.198311,-0.183770,0.077638,0.917910
685,-0.709636,-0.121687,-0.693981,0.099984,-0.022255,0.037655,0.154591,0.213832,0.946852,0.767004,-2.971766,-0.196639,-0.182382,0.073187,0.917910
686,-0.709636,-0.121687,-0.693981,0.099984,-0.023257,0.037423,0.153354,0.213666,0.946852,0.767004,-2.971766,-0.194972,-0.180998,0.068748,0.917910
687,-0.709636,-0.121687,-0.693981,0.099984,-0.024256,0.037191,0.152120,0.213500,0.946852,0.767004,-2.971766,-0.193310,-0.179618,0.064322,0.917910
688,-0.635998,-0.114580,-0.763137,0.085010,-0.025145,0.036971,0.150790,0.213313,0.782078,0.868153,-2.963347,-0.191892,-0.178095,0.059922,0.918519
689,-0.385374,-0.166783,-0.907563,0.011245,-0.025668,0.036675,0.149254,0.213020,0.667282,1.137444,-2.733149,-0.190645,-0.176186,0.055868,0.918519
690,0.031238,-0.255423,-0.966325,0.096944,-0.025585,0.036252,0.147637,0.212852,1.676005,1.310542,-1.449101,-0.187940,-0.174031,0.053687,0.918519
691,0.524523,-0.341928,-0.779718,0.205418,-0.024789,0.035704,0.146295,0.212841,2.383512,0.894216,-0.577698,-0.184219,-0.172485,0.052773,0.918519
692,0.859660,-0.421311,-0.288932,0.281523,-0.023511,0.035044,0.145666,0.212940,2.480630,0.293111,-0.455688,-0.180368,-0.171812,0.052038,0.918519
693,0.798748,-0.490427,0.348543,0.302567,-0.022325,0.034286,0.145959,0.213070,2.593713,-0.356016,-0.550646,-0.176365,-0.172078,0.051168,0.919118
694,0.297676,-0.513924,0.804531,0.260483,-0.021864,0.033496,0.146908,0.213138,3.049261,-0.934886,-1.045796,-0.171717,-0.173177,0.049588,0.919118
695,-0.408070,-0.434063,0.803161,-0.163995,-0.022419,0.032823,0.147852,0.212595,-2.031955,-0.932583,-2.325338,-0.174393,-0.174270,0.046171,0.919118
696,-0.918659,-0.219846,0.328228,0.037026,-0.023707,0.032460,0.148111,0.212343,-1.589447,-0.334427,-2.906699,-0.176427,-0.174500,0.041928,0.919118
697,-0.936330,0.089399,-0.339548,-0.088373,-0.025016,0.032542,0.147411,0.211912,-1.567913,0.346437,3.046403,-0.178423,-0.173752,0.046239,0.919118
698,-0.458909,0.386049,-0.800230,0.178457,-0.025638,0.033048,0.146054,0.211864,-1.960280,0.927679,2.442211,-0.180976,-0.172175,0.049671,0.919708
699,0.224776,0.551824,-0.803098,0.206937,-0.025280,0.033790,0.144696,0.211857,-3.024223,0.932476,1.183985,-0.185043,-0.170594,0.051294,0.919708
700,0.753749,0.526801,-0.392865,0.161687,-0.024167,0.034495,0.143928,0.211785,2.923206,0.403745,0.609992,-0.180603,-0.169774,0.052092,0.919708
701,0.926929,0.337111,0.164797,0.047770,-0.022810,0.034926,0.143958,0.211551,3.014985,-0.165552,0.348815,-0.176044,-0.169768,0.052515,0.919708
702,0.797559,0.074288,0.598649,-0.112343,-0.021641,0.034982,0.144605,0.211090,-2.934926,-0.641814,0.092877,-0.179974,-0.170440,0.052573,0.919708
703,0.560605,-0.158480,0.812777,-0.285057,-0.020813,0.034707,0.145556,0.210384,-2.342273,-0.948903,-0.275505,-0.183050,-0.171547,0.052106,0.920290
704,0.367500,-0.282988,0.885924,-0.431171,-0.020262,0.034256,0.146608,0.209473,-1.638182,-1.088483,-0.656200,-0.185117,-0.172850,0.051100,0.920290
705,0.229798,-0.261797,0.937366,0.514895,-0.019907,0.033836,0.147729,0.209906,-1.098964,-1.214991,-0.850400,-0.186413,-0.174328,0.049821,0.920290
706,0.074691,-0.095717,0.992602,0.514595,-0.019773,0.033652,0.148926,0.210338,-0.769554,-1.449085,-0.908161,-0.187239,-0.176134,0.048464,0.920290
707,-0.119337,0.178342,0.976705,-0.425017,-0.019914,0.033857,0.150097,0.209439,2.562819,-1.354529,2.160513,-0.183350,-0.177800,0.051452,0.920290
708,-0.269937,0.489924,0.828920,-0.260280,-0.020267,0.034501,0.151056,0.208775,2.566936,-0.977174,2.074389,-0.179465,-0.178930,0.054309,0.920863
709,-0.268086,0.747059,0.608303,-0.052236,-0.020616,0.035506,0.151701,0.208407,2.416206,-0.653921,1.915337,-0.175804,-0.179599,0.056934,0.920863
710,-0.167774,0.854410,0.491768,0.099904,-0.020824,0.036660,0.152179,0.208254,2.212069,-0.514119,1.764692,-0.172441,-0.180071,0.059339,0.920863
711,-0.167556,0.854528,0.491637,0.100157,-0.021030,0.037810,0.152657,0.208102,2.211653,-0.513969,1.764420,-0.169088,-0.180540,0.061737,0.920863
712,-0.167556,0.854528,0.491637,0.100157,-0.021236,0.038957,0.153133,0.207951,2.211653,-0.513969,1.764420,-0.165744,-0.181009,0.064129,0.920863
713,-0.181606,0.847159,0.499341,0.090866,-0.021461,0.040091,0.153619,0.207787,2.217283,-0.522838,1.781970,-0.162402,-0.181488,0.066538,0.921429
714,-0.355791,0.706012,0.612340,-0.052325,-0.021929,0.041023,0.154261,0.207422,2.312465,-0.659017,2.037595,-0.158935,-0.182157,0.069299,0.921429
715,-0.452643,0.521083,0.723593,-0.207155,-0.022531,0.041695,0.155057,0.206842,2.448030,-0.808994,2.286023,-0.155289,-0.183033,0.072399,0.921429
716,-0.457461,0.360137,0.813038,-0.345329,-0.023139,0.042139,0.155976,0.206071,2.635981,-0.949351,2.474673,-0.151391,-0.184104,0.075754,0.921429
717,-0.406215,0.261170,0.875659,-0.456781,-0.023673,0.042445,0.156980,0.205147,2.911569,-1.066800,2.570199,-0.147119,-0.185335,0.079233,0.921429
718,-0.347039,0.236281,0.907599,0.533312,-0.024124,0.042715,0.158025,0.205604,-2.977524,-1.137528,2.543837,-0.151061,-0.186661,0.082666,0.921986
719,-0.325268,0.269603,0.906375,0.568806,-0.024542,0.043030,0.159066,0.206109,-2.519412,-1.134622,2.449498,-0.154355,-0.187979,0.085958,0.921986
720,-0.368711,0.323836,0.871311,0.560613,-0.025020,0.043420,0.160055,0.206601,-2.127607,-1.057867,2.420901,-0.157096,-0.189188,0.089201,0.921986
721,-0.479834,0.352450,0.803454,0.508812,-0.025651,0.043849,0.160948,0.207021,-1.851997,-0.933074,2.508069,-0.159446,-0.190219,0.092555,0.921986
722,-0.635430,0.314638,0.705147,-0.416231,-0.026496,0.044224,0.161702,0.206157,-1.660618,-0.782630,2.681826,-0.161526,-0.191040,0.096142,0.921986
723,-0.792221,0.187822,0.580610,-0.288675,-0.027555,0.044423,0.162281,0.205473,-1.519111,-0.619478,2.908807,-0.163403,-0.191632,0.100032,0.915493
724,-0.900001,-0.024571,0.435195,0.134089,-0.028760,0.044327,0.162658,0.205374,-1.405218,-0.450255,-3.114298,-0.165119,-0.191990,0.095592,0.915493
725,-0.915663,-0.292861,0.275308,-0.037845,-0.029983,0.043862,0.162813,0.205039,-1.305650,-0.278910,-2.832039,-0.166692,-0.192110,0.091554,0.915493
726,-0.815704,-0.568312,0.107927,-0.216534,-0.031065,0.043019,0.162738,0.204458,-1.211788,-0.108138,-2.533076,-0.168131,-0.191994,0.087939,0.915493
727,-0.603104,-0.795414,-0.059846,-0.391286,-0.031852,0.041866,0.162432,0.203639,-1.117206,0.059882,-2.219542,-0.169437,-0.191647,0.084765,0.915493
728,-0.308105,-0.925392,-0.220730,0.551596,-0.032232,0.040537,0.161905,0.204117,-1.016555,0.222563,-1.892197,-0.170600,-0.191078,0.082049,0.915493
729,0.022044,-0.928999,-0.369425,0.689551,-0.032157,0.039207,0.161176,0.204783,-0.903483,0.378390,-1.547073,-0.171606,-0.190297,0.079815,0.909091
730,0.327312,-0.802142,-0.499434,0.797033,-0.031665,0.038055,0.160271,0.205594,-0.772547,0.522946,-1.183371,-0.172429,-0.189320,0.078084,0.909091
731,0.557209,-0.565823,-0.607752,0.870134,-0.030859,0.037229,0.159221,0.206503,-0.615465,0.653227,-0.793068,-0.173035,-0.188168,0.076892,0.909091
732,0.673070,-0.263551,-0.691026,0.905996,-0.029898,0.036818,0.158059,0.207458,-0.426089,0.762908,-0.373214,-0.173381,-0.186868,0.076278,0.909091
733,0.661290,0.051735,-0.748344,0.905050,-0.028955,0.036838,0.156823,0.208410,-0.201039,0.845562,0.078075,-0.173418,-0.185460,0.076280,0.909091
734,0.531471,0.329460,-0.780381,0.869905,-0.028191,0.037237,0.155546,0.209311,0.054543,0.895275,0.554925,-0.173108,-0.183988,0.076932,0.909722
735,0.311750,0.529450,-0.788983,0.804873,-0.027729,0.037906,0.154261,0.210122,0.322779,0.909152,1.038640,-0.172433,-0.182500,0.078241,0.909722
736,0.043719,0.627684,-0.777240,0.716326,-0.027632,0.038708,0.152995,0.210809,0.577872,0.890267,1.501258,-0.171414,-0.181043,0.080174,0.909722
737,-0.232417,0.620469,-0.749000,0.610181,-0.027909,0.039497,0.151771,0.211351,0.804998,0.846551,1.929200,-0.170089,-0.179648,0.082683,0.909722
738,-0.476438,0.519754,-0.709128,0.494599,-0.028517,0.040148,0.150605,0.211735,0.996988,0.788260,2.312740,-0.168507,-0.178337,0.085705,0.909722
739,-0.663208,0.348593,-0.662298,0.375714,-0.029376,0.040565,0.149505,0.211957,1.158499,0.723881,2.657662,-0.166712,-0.177116,0.089185,0.910345
740,-0.777907,0.135980,-0.613491,0.260017,-0.030388,0.040694,0.148474,0.212022,1.294522,0.660473,2.968539,-0.164737,-0.175984,0.093076,0.910345
741,-0.818737,-0.091421,-0.566843,0.151709,-0.031452,0.040516,0.147508,0.211941,1.410691,0.602669,-3.030392,-0.162611,-0.174933,0.088861,0.910345
742,-0.812134,-0.210619,-0.544131,0.098107,-0.032504,0.040177,0.146576,0.211787,1.465759,0.575353,-2.887842,-0.160416,-0.173922,0.084849,0.910345
743,-0.812134,-0.210619,-0.544131,0.098107,-0.033553,0.039840,0.145647,0.211634,1.465759,0.575353,-2.887842,-0.158228,-0.172914,0.080848,0.910345
744,-0.774646,-0.194858,-0.601626,0.131594,-0.034549,0.039524,0.144642,0.211527,1.514914,0.645536,-2.895161,-0.155979,-0.171814,0.076848,0.910959
745,-0.558872,-0.208229,-0.802685,0.260141,-0.035253,0.039192,0.143371,0.211592,1.862512,0.931783,-2.784939,-0.153270,-0.170332,0.073007,0.910959
746,-0.353859,-0.351416,-0.866770,0.330237,-0.035680,0.038668,0.142017,0.211751,2.478311,1.048689,-2.359660,-0.149742,-0.168698,0.069746,0.910959
747,-0.229937,-0.558113,-0.797270,0.337955,-0.035940,0.037869,0.140759,0.211920,3.016102,0.922758,-1.961597,-0.145504,-0.167237,0.067027,0.910959
748,-0.196950,-0.751168,-0.630045,0.290763,-0.036155,0.036815,0.139729,0.212025,-3.049804,0.681611,-1.827216,-0.149387,-0.166102,0.064494,0.910959
749,-0.222728,-0.880857,-0.417711,0.203256,-0.036404,0.035589,0.138984,0.212014,-3.025400,0.430925,-1.818459,-0.153226,-0.165305,0.061980,0.911565
750,-0.265117,-0.939379,-0.217442,0.095721,-0.036709,0.034289,0.138509,0.211858,-3.113201,0.219193,-1.845868,-0.157173,-0.164793,0.059436,0.911565
751,-0.302523,-0.950244,-0.074272,-0.010373,-0.037063,0.032978,0.138226,0.211563,3.004817,0.074340,-1.879014,-0.152963,-0.164474,0.056855,0.911565
752,-0.343372,-0.939087,-0.014560,-0.094031,-0.037471,0.031686,0.138023,0.211156,2.791059,0.014561,-1.921340,-0.149048,-0.164236,0.054225,0.911565
753,-0.408528,-0.911987,-0.037216,-0.141697,-0.037963,0.030433,0.137790,0.210688,2.556932,0.037225,-1.991948,-0.145454,-0.163968,0.051507,0.911565
754,-0.419360,-0.906991,-0.038795,-0.212000,-0.038469,0.029189,0.137556,0.210127,2.272132,0.038805,-2.003884,-0.142248,-0.163700,0.048781,0.912162
755,-0.444471,-0.895709,-0.012312,-0.282284,-0.039007,0.027964,0.137357,0.209475,1.991281,0.012313,-2.031418,-0.139422,-0.163466,0.046026,0.912162
756,-0.491026,-0.869834,0.047767,-0.341823,-0.039605,0.026777,0.137239,0.208746,1.734443,-0.047785,-2.084708,-0.136943,-0.163313,0.043208,0.912162
757,-0.539493,-0.828418,0.150570,-0.391341,-0.040265,0.025647,0.137256,0.207953,1.511759,-0.151145,-2.148038,-0.134765,-0.163297,0.040313,0.912162
758,-0.568401,-0.768852,0.292893,-0.431834,-0.040962,0.024599,0.137462,0.207109,1.332208,-0.297251,-2.207405,-0.132830,-0.163474,0.037348,0.912162
759,-0.560657,-0.687247,0.461904,-0.465147,-0.041647,0.023661,0.137889,0.206223,1.198242,-0.480140,-2.255098,-0.131076,-0.163891,0.034327,0.912752
760,-0.507197,-0.580909,0.636628,-0.493144,-0.042259,0.022865,0.138545,0.205303,1.109677,-0.690118,-2.288555,-0.129444,-0.164584,0.031271,0.912752
761,-0.409074,-0.449510,0.794103,0.517902,-0.042741,0.022245,0.139407,0.205714,1.064474,-0.917530,-2.309134,-0.127875,-0.165573,0.028195,0.912752
762,-0.276824,-0.296708,0.913965,0.541372,-0.043048,0.021826,0.140423,0.206154,1.062298,-1.152951,-2.321540,-0.126313,-0.166869,0.025112,0.912752
763,-0.125905,-0.128653,0.983665,0.565441,-0.043157,0.021629,0.141528,0.206625,1.117818,-1.389800,-2.345400,-0.124682,-0.168472,0.022005,0.912752
764,0.025739,0.044758,0.998666,0.591448,-0.043067,0.021659,0.142650,0.207129,-2.202798,-1.519142,1.048912,-0.127402,-0.170240,0.023349,0.913333
765,0.163152,0.212966,0.963341,0.620251,-0.042797,0.021909,0.143723,0.207669,-1.959345,-1.299191,0.917074,-0.129797,-0.171715,0.024517,0.913333
766,0.277587,0.366964,0.887853,0.652184,-0.042379,0.022360,0.144695,0.208249,-1.820129,-1.092658,0.923185,-0.132004,-0.172918,0.025691,0.913333
767,0.367037,0.500390,0.784151,0.686972,-0.041845,0.022983,0.145528,0.208873,-1.660886,-0.901327,0.937938,-0.133997,-0.173867,0.026880,0.913333
768,0.434808,0.609610,0.662811,0.723558,-0.041225,0.023747,0.146202,0.209543,-1.478903,-0.724567,0.951229,-0.135748,-0.174584,0.028083,0.913333
769,0.487631,0.694522,0.529014,0.760527,-0.040537,0.024619,0.146700,0.210260,-1.277468,-0.557438,0.958655,-0.137233,-0.175082,0.029294,0.913907
770,0.531050,0.755282,0.384102,0.795518,-0.039795,0.025568,0.147008,0.211020,-1.065458,-0.394235,0.957983,-0.138438,-0.175367,0.030500,0.913907
771,0.570989,0.786979,0.233742,0.826632,-0.039002,0.026556,0.147120,0.211818,-0.858672,-0.235924,0.943131,-0.139373,-0.175445,0.031683,0.913907
772,0.635343,0.759258,0.140950,0.857258,-0.038129,0.027505,0.147112,0.212654,-0.713770,-0.141421,0.874018,-0.140117,-0.175401,0.032774,0.913907
773,0.706211,0.706263,0.049595,0.885920,-0.037166,0.028383,0.146986,0.213525,-0.594078,-0.049616,0.785435,-0.140704,-0.175239,0.033748,0.913907
774,0.770063,0.635276,-0.058539,0.909997,-0.036123,0.029167,0.146721,0.214425,-0.491836,0.058572,0.689780,-0.141158,-0.174936,0.034596,0.914474
775,0.818751,0.544845,-0.181083,0.927674,-0.035020,0.029832,0.146298,0.215346,-0.412348,0.182087,0.587166,-0.141508,-0.174476,0.035309,0.914474
776,0.844551,0.433974,-0.313688,0.937351,-0.033886,0.030353,0.145705,0.216276,-0.360799,0.319075,0.474667,-0.141790,-0.173840,0.035875,0.914474
777,0.840537,0.303592,-0.448698,0.937487,-0.032761,0.030705,0.144940,0.217204,-0.344466,0.465308,0.346607,-0.142051,-0.173017,0.036275,0.914474
778,0.802131,0.156555,-0.576261,0.926860,-0.031688,0.030866,0.144013,0.218116,-0.373911,0.614146,0.192751,-0.142349,-0.172005,0.036476,0.914474
779,0.776613,0.093813,-0.622953,0.919364,-0.030650,0.030947,0.143029,0.219017,-0.402002,0.672513,0.120215,-0.142682,-0.170921,0.036583,0.908497
780,0.864230,0.087239,-0.495476,0.949368,-0.029503,0.031019,0.142210,0.219953,-0.338985,0.518383,0.100604,-0.142934,-0.170038,0.036666,0.915033
781,0.963292,0.045668,-0.264542,0.983000,-0.028232,0.031038,0.141689,0.220930,-0.244426,0.267729,0.047373,-0.143064,-0.169477,0.036679,0.915033
782,0.999452,-0.026430,-0.019936,0.997103,-0.026918,0.030965,0.141482,0.221922,-0.148903,0.019937,-0.026438,-0.143071,-0.169235,0.036599,0.915033
783,0.968077,-0.117743,0.221279,0.991600,-0.025647,0.030775,0.141584,0.222905,-0.042330,-0.223126,-0.121031,-0.142943,-0.169304,0.036397,0.915033
784,0.870301,-0.215638,0.442805,0.966923,-0.024504,0.030460,0.141969,0.223854,0.087025,-0.458725,-0.242883,-0.142649,-0.169673,0.036041,0.915033
785,0.712064,-0.308054,0.630926,0.923773,-0.023566,0.030029,0.142591,0.224746,0.258719,-0.682746,-0.408308,-0.142138,-0.170326,0.035475,0.915584
786,0.506326,-0.383401,0.772423,0.863894,-0.022892,0.029503,0.143393,0.225559,0.505761,-0.882648,-0.648107,-0.141314,-0.171233,0.034605,0.915584
787,0.267297,-0.434208,0.860242,0.788757,-0.022523,0.028914,0.144304,0.226275,0.886727,-1.035744,-1.018987,-0.140008,-0.172331,0.033267,0.915584
788,0.013435,-0.455901,0.889929,0.700813,-0.022477,0.028299,0.145250,0.226877,1.423644,-1.097189,-1.541336,-0.138023,-0.173505,0.031268,0.915584
789,-0.237729,-0.448197,0.861745,0.602369,-0.022750,0.027695,0.146158,0.227353,1.961587,-1.038699,-2.058477,-0.135362,-0.174601,0.028620,0.915584
790,-0.469612,-0.414435,0.779556,-0.495969,-0.023316,0.027135,0.146960,0.226437,2.350691,-0.893957,-2.418528,-0.132215,-0.175512,0.025522,0.916129
791,-0.668648,-0.360932,0.650106,-0.383942,-0.024132,0.026645,0.147596,0.225666,2.618721,-0.707724,-2.646619,-0.128737,-0.176185,0.022144,0.916129
792,-0.823046,-0.296871,0.484215,-0.269750,-0.025140,0.026236,0.148021,0.225040,2.821353,-0.505465,-2.795419,-0.125013,-0.176601,0.018586,0.916129
793,-0.927102,-0.232333,0.294115,-0.156120,-0.026278,0.025910,0.148205,0.224560,2.993976,-0.298530,-2.896048,-0.121079,-0.176754,0.014911,0.916129
794,-0.979935,-0.176964,0.091716,-0.045009,-0.027479,0.025655,0.148134,0.224220,-3.125582,-0.091846,-2.962931,-0.124863,-0.176647,0.011160,0.916129
795,-0.984225,-0.139984,-0.108193,0.060247,-0.028682,0.025446,0.147811,0.224014,-2.958841,0.108406,-3.000313,-0.128428,-0.176289,0.007372,0.916667
796,-0.947174,-0.127702,-0.294200,0.157969,-0.029836,0.025254,0.147256,0.223931,-2.776820,0.298618,-3.007577,-0.131755,-0.175692,0.003585,0.916667
797,-0.878359,-0.143891,-0.455830,0.246438,-0.030901,0.025042,0.146499,0.223959,-2.567188,0.473304,-2.979217,-0.134811,-0.174878,-0.000158,0.916667
798,-0.789489,-0.188981,-0.583947,0.323828,-0.031851,0.024773,0.145584,0.224084,-2.317629,0.623582,-2.906642,-0.137546,-0.173877,-0.003800,0.916667
799,-0.692156,-0.260460,-0.673112,0.389350,-0.032678,0.024416,0.144559,0.224291,-2.016023,0.738409,-2.781681,-0.139897,-0.172736,-0.007277,0.916667
800,-0.597841,-0.352705,-0.719851,0.442141,-0.033384,0.023945,0.143479,0.224563,-1.664401,0.803588,-2.608586,-0.141803,-0.171515,-0.010528,0.917197
801,-0.516400,-0.457658,-0.723796,0.481843,-0.033987,0.023344,0.142396,0.224885,-1.290036,0.809288,-2.416429,-0.143237,-0.170291,-0.013532,0.917197
802,-0.454787,-0.566557,-0.687155,0.508761,-0.034512,0.022608,0.141362,0.225239,-0.932014,0.757566,-2.247195,-0.144220,-0.169134,-0.016317,0.917197
803,-0.417774,-0.669253,-0.614464,0.523300,-0.034989,0.021747,0.140421,0.225610,-0.616925,0.661706,-2.128848,-0.144809,-0.168099,-0.018948,0.917197
804,-0.406840,-0.756787,-0.511620,0.526393,-0.035452,0.020778,0.139610,0.225984,-0.344365,0.537069,-2.064060,-0.145057,-0.167222,-0.021491,0.917197
805,-0.420973,-0.820814,-0.386066,0.519187,-0.035931,0.019733,0.138957,0.226348,-0.103776,0.396363,-2.044689,-0.145006,-0.166522,-0.024005,0.917722
806,-0.447459,-0.850373,-0.276852,0.507252,-0.036441,0.018653,0.138441,0.226697,0.070801,0.280516,-2.055177,-0.144738,-0.165967,-0.026525,0.917722
807,-0.447919,-0.850647,-0.275260,0.507048,-0.036951,0.017576,0.137928,0.227044,0.073212,0.278861,-2.055467,-0.144468,-0.165416,-0.029039,0.917722
808,-0.447919,-0.850647,-0.275260,0.507048,-0.037460,0.016502,0.137417,0.227391,0.073212,0.278861,-2.055467,-0.144198,-0.164866,-0.031547,0.917722
809,-0.447919,-0.850647,-0.275260,0.507048,-0.037967,0.015430,0.136907,0.227736,0.073212,0.278861,-2.055467,-0.143930,-0.164318,-0.034049,0.917722
810,-0.515581,-0.796982,-0.314638,-0.471276,-0.038557,0.014427,0.136349,0.226873,0.007747,0.320075,-2.145001,-0.143742,-0.163720,-0.036655,0.918239
811,-0.884903,-0.222007,-0.409464,-0.176072,-0.039600,0.014135,0.135676,0.226376,-0.601735,0.421866,-2.895784,-0.144307,-0.162998,-0.040180,0.918239
812,-0.918356,0.369985,-0.140474,0.117448,-0.040683,0.014573,0.135336,0.226242,-1.202587,0.140941,2.758608,-0.145610,-0.162623,-0.036733,0.918239
813,-0.759830,0.578860,0.295939,-0.314570,-0.041567,0.015267,0.135534,0.225577,-1.708874,-0.300439,2.490564,-0.147533,-0.162793,-0.033625,0.918239
814,-0.716712,0.394836,0.574829,-0.360318,-0.042397,0.015734,0.136073,0.224857,-2.361568,-0.612395,2.638060,-0.150253,-0.163345,-0.030343,0.918239
815,-0.873365,0.117655,0.472641,-0.244693,-0.043416,0.015859,0.136486,0.224281,-3.090652,-0.492286,3.007684,-0.153861,-0.163749,-0.026615,0.918750
816,-0.999966,0.001093,0.008119,-0.003920,-0.044588,0.015841,0.136329,0.224001,2.820655,-0.008119,3.140500,-0.150216,-0.163558,-0.022734,0.918750
817,-0.824794,-0.007405,-0.565384,0.290345,-0.045543,0.015812,0.135470,0.224083,2.779760,0.600899,-3.132615,-0.146630,-0.162622,-0.026540,0.918750
818,-0.371971,-0.154128,-0.915359,0.549361,-0.045942,0.015605,0.134185,0.224480,-2.946792,1.156398,-2.748774,-0.150053,-0.161010,-0.029868,0.918750
819,-0.014613,-0.483890,-0.875007,0.686147,-0.045904,0.014995,0.132953,0.225044,-1.516870,1.065450,-1.600985,-0.151722,-0.159512,-0.031787,0.918750
820,-0.007496,-0.493011,-0.869991,0.690003,-0.045857,0.014375,0.131730,0.225611,-1.474223,1.055183,-1.585999,-0.153334,-0.158031,-0.033682,0.919255
821,-0.081910,-0.205012,-0.975326,0.677339,-0.045901,0.014108,0.130382,0.226161,-1.687825,1.348193,-1.950903,-0.155204,-0.156196,-0.036017,0.919255
822,-0.048556,0.148246,-0.987758,0.657621,-0.045904,0.014271,0.129021,0.226686,2.347341,1.414161,1.887320,-0.152159,-0.154286,-0.033677,0.919255
823,0.118567,0.449866,-0.885190,0.632498,-0.045705,0.014800,0.127789,0.227179,1.997043,1.086903,1.313095,-0.149548,-0.152778,-0.032041,0.919255
824,0.384159,0.621235,-0.683000,0.602345,-0.045183,0.015536,0.126805,0.227635,1.955379,0.751862,1.016972,-0.146993,-0.151680,-0.030768,0.919255
825,0.675561,0.612888,-0.409860,0.567508,-0.044309,0.016260,0.126155,0.228046,1.969160,0.422300,0.736794,-0.144428,-0.150984,-0.029837,0.919753
826,0.900462,0.422084,-0.104946,0.528547,-0.043166,0.016752,0.125875,0.228410,2.018898,0.105140,0.438329,-0.141809,-0.150674,-0.029271,0.919753
827,0.976820,0.097617,0.190509,0.485908,-0.041932,0.016849,0.125953,0.228722,2.110700,-0.191680,0.099603,-0.139085,-0.150724,-0.029115,0.919753
828,0.857656,-0.270375,0.437407,0.440203,-0.040846,0.016503,0.126329,0.228977,2.263754,-0.452713,-0.305387,-0.136183,-0.151089,-0.029448,0.919753
829,0.546722,-0.577074,0.606696,0.391705,-0.040137,0.015787,0.126909,0.229173,2.507052,-0.651898,-0.812400,-0.132995,-0.151693,-0.030393,0.919753
830,0.107004,-0.725914,0.679411,0.341403,-0.039960,0.014893,0.127574,0.229309,2.840608,-0.746960,-1.424444,-0.129412,-0.152410,-0.032073,0.920245
831,-0.361461,-0.664869,0.653678,-0.289598,-0.040347,0.014075,0.128207,0.228684,-3.099474,-0.712434,-2.068757,-0.132986,-0.153084,-0.034523,0.920245
