iter,rot_x,rot_y,rot_z,rot_w,mean_x,mean_y,mean_z,mean_w,roll,pitch,yaw,mean_roll,mean_pitch,mean_yaw,success_rate
331,-0.640585,-0.128289,0.757095,-0.389009,-0.025908,0.101693,0.154226,0.216738,-2.750701,-0.858855,-2.943938,-0.032085,-0.179815,0.329673,0.923077
332,-0.667181,-0.452171,0.591956,-0.240569,-0.027840,0.100025,0.155544,0.215361,-2.766604,-0.633483,-2.545967,-0.040321,-0.181182,0.321012,0.923077
333,-0.502590,-0.746407,0.436210,-0.083793,-0.029266,0.097483,0.156387,0.214462,-2.664671,-0.451383,-2.163408,-0.048202,-0.181993,0.313551,0.923077
334,-0.199288,-0.917943,0.343023,0.075109,-0.029775,0.094442,0.156946,0.214045,-2.471668,-0.350133,-1.784582,-0.055458,-0.182497,0.307269,0.923077
335,0.124588,-0.930356,0.344842,-0.228586,-0.029314,0.091383,0.157507,0.212724,-2.213247,-0.352070,-1.437674,-0.061899,-0.183003,0.302061,0.923077
336,0.253026,-0.889002,0.381645,-0.299649,-0.028474,0.088466,0.158174,0.211199,-2.067784,-0.391575,-1.293510,-0.067869,-0.183623,0.297312,0.924242
337,0.070809,-0.842190,0.534511,-0.132418,-0.028179,0.085704,0.159290,0.210179,-2.257037,-0.563929,-1.486916,-0.074365,-0.184752,0.292017,0.924242
338,-0.063040,-0.645230,0.761383,0.084920,-0.028282,0.083541,0.161072,0.209809,-2.448334,-0.865444,-1.668188,-0.081389,-0.186766,0.286218,0.924242
339,-0.046485,-0.347224,0.936629,0.285549,-0.028336,0.082271,0.163359,0.210032,-2.653773,-1.212881,-1.703881,-0.088977,-0.189793,0.280347,0.924242
340,0.096500,-0.023961,0.995045,0.453322,-0.027969,0.081958,0.165806,0.210747,2.044292,-1.471201,-0.243375,-0.082703,-0.193562,0.278807,0.924242
341,0.293545,0.257702,0.920555,0.572916,-0.027026,0.082474,0.168019,0.211810,1.067082,-1.169499,0.720468,-0.079331,-0.196424,0.280102,0.925373
342,0.464508,0.466150,0.752952,0.634020,-0.025589,0.083596,0.169729,0.213044,1.099950,-0.852536,0.787162,-0.075883,-0.198342,0.281585,0.925373
343,0.555695,0.590290,0.585458,0.634873,-0.023894,0.085073,0.170941,0.214274,1.256865,-0.625445,0.815577,-0.071997,-0.199587,0.283142,0.925373
344,0.559396,0.596478,0.575578,0.633184,-0.022198,0.086559,0.172118,0.215492,1.269795,-0.613310,0.817469,-0.068097,-0.200790,0.284695,0.925373
345,0.559396,0.596478,0.575578,0.633184,-0.020512,0.088037,0.173287,0.216702,1.269795,-0.613310,0.817469,-0.064219,-0.201986,0.286239,0.925373
346,0.559440,0.596412,0.575604,0.633188,-0.018836,0.089507,0.174450,0.217906,1.269833,-0.613342,0.817373,-0.060363,-0.203175,0.287774,0.926471
347,0.635684,0.445102,0.630707,0.637195,-0.016950,0.090532,0.175765,0.219114,1.354889,-0.682464,0.610856,-0.056285,-0.204556,0.288705,0.926471
348,0.679737,0.182346,0.710428,0.632424,-0.014948,0.090795,0.177301,0.220302,1.508575,-0.790106,0.262089,-0.051788,-0.206238,0.288629,0.926471
349,0.617283,-0.103541,0.779898,0.615246,-0.013137,0.090239,0.179028,0.221434,1.714490,-0.894503,-0.166190,-0.046727,-0.208211,0.287326,0.926471
350,0.431374,-0.359959,0.827252,0.585930,-0.011867,0.088952,0.180880,0.222475,1.990724,-0.974199,-0.695395,-0.040906,-0.210399,0.284518,0.926471
351,0.135585,-0.521294,0.842537,0.544969,-0.011446,0.087214,0.182765,0.223394,2.325650,-1.001976,-1.316341,-0.034163,-0.212654,0.279957,0.913043
352,-0.217546,-0.529199,0.820136,-0.493051,-0.012032,0.085462,0.184575,0.221359,2.648535,-0.961648,-1.960823,-0.026542,-0.214782,0.273591,0.927536
353,-0.542136,-0.357421,0.760486,-0.431027,-0.013534,0.084208,0.186207,0.219510,2.886164,-0.864062,-2.558720,-0.018291,-0.216621,0.265568,0.927536
354,-0.740866,-0.031681,0.670906,-0.359952,-0.015588,0.083880,0.187576,0.217874,3.023895,-0.735429,-3.098857,-0.009697,-0.218087,0.256064,0.927536
355,-0.738913,0.367071,0.565037,-0.281018,-0.017626,0.084678,0.188639,0.216468,3.079567,-0.600478,2.680531,-0.000995,-0.219164,0.262893,0.927536
356,-0.516660,0.721417,0.461106,-0.195665,-0.019028,0.086467,0.189405,0.215311,3.072623,-0.479242,2.192295,0.007639,-0.219895,0.268313,0.927536
357,-0.123636,0.917407,0.378257,-0.104954,-0.019321,0.088794,0.189934,0.214413,3.018033,-0.387913,1.704756,0.016072,-0.220365,0.272337,0.928571
358,0.328418,0.883437,0.334186,-0.010527,-0.018349,0.091014,0.190337,0.213785,2.929386,-0.340741,1.214877,0.024209,-0.220702,0.274969,0.928571
359,0.703199,0.624068,0.340661,0.086151,-0.016339,0.092499,0.190755,0.213430,2.821452,-0.347620,0.725849,0.032001,-0.221055,0.276225,0.928571
360,0.888512,0.223483,0.400751,0.183352,-0.013826,0.092863,0.191339,0.213346,2.710158,-0.412336,0.246414,0.039440,-0.221586,0.276142,0.928571
361,0.840969,-0.186507,0.507924,0.280006,-0.011458,0.092089,0.192216,0.213531,2.609046,-0.532773,-0.218244,0.046558,-0.222448,0.274773,0.928571
362,0.601304,-0.470842,0.645556,0.374470,-0.009765,0.090534,0.193468,0.213975,2.529184,-0.701751,-0.664311,0.053416,-0.223772,0.272179,0.929577
363,0.293503,-0.547422,0.783700,0.461666,-0.008930,0.088776,0.195094,0.214658,2.481963,-0.900600,-1.078645,0.060107,-0.225637,0.268458,0.929577
364,0.252158,-0.541857,0.801753,0.473314,-0.008213,0.087044,0.196761,0.215368,2.478491,-0.930222,-1.135244,0.066751,-0.227573,0.264601,0.929577
365,0.252158,-0.541857,0.801753,0.473314,-0.007499,0.085321,0.198418,0.216075,2.478491,-0.930222,-1.135244,0.073358,-0.229498,0.260766,0.929577
366,0.252158,-0.541857,0.801753,0.473314,-0.006790,0.083607,0.200067,0.216778,2.478491,-0.930222,-1.135244,0.079929,-0.231412,0.256952,0.929577
367,0.252158,-0.541857,0.801753,0.473314,-0.006084,0.081903,0.201706,0.217477,2.478491,-0.930222,-1.135244,0.086465,-0.233316,0.253158,0.916667
368,0.252158,-0.541857,0.801753,0.473314,-0.005382,0.080208,0.203337,0.218172,2.478491,-0.930222,-1.135244,0.092965,-0.235210,0.249385,0.916667
369,0.252158,-0.541857,0.801753,0.473314,-0.004685,0.078522,0.204958,0.218863,2.478491,-0.930222,-1.135244,0.099430,-0.237094,0.245633,0.916667
370,0.252158,-0.541857,0.801753,0.473314,-0.003990,0.076845,0.206571,0.219551,2.478491,-0.930222,-1.135244,0.105860,-0.238967,0.241901,0.916667
371,0.252158,-0.541857,0.801753,0.473314,-0.003300,0.075178,0.208176,0.220235,2.478491,-0.930222,-1.135244,0.112255,-0.240830,0.238189,0.916667
372,0.206665,-0.512035,0.833732,0.487636,-0.002736,0.073599,0.209857,0.220954,2.479594,-0.985833,-1.187178,0.118619,-0.242833,0.234357,0.917808
373,0.002088,-0.268890,0.963169,0.555514,-0.002723,0.072681,0.211877,0.221851,2.627932,-1.298547,-1.563032,0.125346,-0.245663,0.229539,0.917808
374,-0.123027,0.078526,0.989292,0.607505,-0.003044,0.072697,0.213955,0.222882,-1.670935,-1.424321,2.573501,0.120543,-0.248815,0.235806,0.917808
375,-0.166178,0.444471,0.880245,0.638319,-0.003479,0.073688,0.215732,0.223990,-1.118719,-1.076377,1.928582,0.117239,-0.251022,0.240320,0.917808
376,-0.163861,0.746641,0.644730,0.645028,-0.003906,0.075478,0.216873,0.225110,-0.991604,-0.700670,1.786835,0.114290,-0.252217,0.244433,0.917808
377,-0.171311,0.928268,0.330106,0.625987,-0.004350,0.077740,0.217174,0.226173,-0.872739,-0.336416,1.753292,0.111672,-0.252441,0.248435,0.918919
378,-0.237986,0.971197,0.011825,0.580894,-0.004968,0.080104,0.216630,0.227111,-0.704997,-0.011826,1.811105,0.109511,-0.251804,0.252569,0.918919
379,-0.384015,0.895131,-0.226438,0.511044,-0.005968,0.082254,0.215461,0.227861,-0.456488,0.228419,1.976054,0.108018,-0.250537,0.257117,0.918919
380,-0.574990,0.753684,-0.318351,0.425360,-0.007466,0.084021,0.214057,0.228380,-0.153490,0.323990,2.222506,0.107329,-0.249025,0.262289,0.918919
381,-0.596554,0.736346,-0.319244,0.415252,-0.009012,0.085733,0.212657,0.228871,-0.119667,0.324932,2.251698,0.106734,-0.247519,0.267510,0.918919
382,-0.598687,0.736884,-0.313968,0.413957,-0.010555,0.087438,0.211278,0.229355,-0.131601,0.319369,2.253087,0.106110,-0.246035,0.272708,0.920000
383,-0.651585,0.730575,-0.204201,0.387146,-0.012229,0.089117,0.210193,0.229767,-0.313242,0.205648,2.299107,0.105015,-0.244855,0.277999,0.920000
384,-0.739002,0.672336,-0.042887,0.345625,-0.014122,0.090636,0.209534,0.230069,-0.479494,0.042900,2.403395,0.103493,-0.244106,0.283534,0.920000
385,-0.827615,0.543640,0.139678,0.292725,-0.016235,0.091812,0.209353,0.230232,-0.614191,-0.140136,2.560399,0.101629,-0.243836,0.289448,0.920000
386,-0.880262,0.347244,0.323359,0.229531,-0.018473,0.092474,0.209648,0.230230,-0.728930,-0.329277,2.765856,0.099477,-0.244057,0.295864,0.920000
387,-0.864465,0.107049,0.491163,0.157274,-0.020659,0.092512,0.210376,0.230041,-0.835830,-0.513425,3.018387,0.097060,-0.244753,0.302898,0.921053
388,-0.763431,-0.137573,0.631068,0.077373,-0.022573,0.091919,0.211460,0.229648,-0.946618,-0.682929,-2.963303,0.094370,-0.245883,0.294480,0.921053
389,-0.582267,-0.342874,0.737159,-0.008626,-0.024012,0.090801,0.212811,0.229035,-1.071636,-0.828856,-2.609404,0.091373,-0.247381,0.287015,0.921053
390,-0.347277,-0.473340,0.809535,-0.099042,-0.024841,0.089354,0.214341,0.228194,-1.215449,-0.943360,-2.203766,0.088022,-0.249166,0.280629,0.921053
391,-0.098815,-0.512090,0.853229,-0.191939,-0.025030,0.087816,0.215975,0.227120,-1.368200,-1.022145,-1.761418,0.084298,-0.251143,0.275406,0.921053
392,0.122712,-0.465354,0.876577,-0.285931,-0.024653,0.086405,0.217661,0.225811,-1.502882,-1.068703,-1.312969,0.080249,-0.253229,0.271354,0.922078
393,0.283508,-0.361451,0.888243,-0.377360,-0.023869,0.085265,0.219367,0.224276,-1.584799,-1.093507,-0.905663,0.076012,-0.255367,0.268359,0.922078
394,0.495851,-0.433704,0.752351,-0.456746,-0.022550,0.083948,0.220720,0.222548,-1.691286,-0.851624,-0.718641,0.071526,-0.256880,0.265854,0.922078
395,0.742613,-0.518972,0.423313,-0.476455,-0.020613,0.082422,0.221233,0.220778,-1.930619,-0.437098,-0.609951,0.066458,-0.257336,0.263637,0.922078
396,0.846262,-0.518020,0.124482,-0.397003,-0.018424,0.080906,0.220988,0.219218,-2.254450,-0.124806,-0.549289,0.060597,-0.257002,0.261584,0.922078
397,0.862668,-0.505197,-0.024084,-0.232462,-0.016205,0.079429,0.220371,0.218080,-2.661584,0.024086,-0.529780,0.053740,-0.256294,0.259591,0.910256
398,0.891164,-0.453333,0.017768,-0.021974,-0.013925,0.078091,0.219862,0.217477,-3.092134,-0.017769,-0.470581,0.045836,-0.255694,0.257756,0.923077
399,0.945592,-0.261625,0.193410,0.185466,-0.011520,0.077239,0.219796,0.217397,2.789769,-0.194637,-0.269926,0.052713,-0.255541,0.256434,0.923077
400,0.914527,0.114074,0.388107,0.340478,-0.009205,0.077331,0.220216,0.217705,2.405636,-0.398577,0.124095,0.058595,-0.255899,0.256103,0.923077
401,0.662019,0.563751,0.493878,0.408982,-0.007531,0.078544,0.220899,0.218182,2.017231,-0.516544,0.705400,0.063479,-0.256549,0.257223,0.923077
402,0.174166,0.867660,0.465653,0.381059,-0.007079,0.080507,0.221508,0.218587,1.701205,-0.484373,1.372698,0.067553,-0.257115,0.259998,0.923077
403,-0.393042,0.855428,0.337284,0.273803,-0.008037,0.082430,0.221795,0.218724,1.571950,-0.344030,2.001496,0.071286,-0.257331,0.264319,0.911392
404,-0.823182,0.535376,0.189061,0.125382,-0.010054,0.083551,0.221714,0.218493,1.648629,-0.190205,2.564954,0.075191,-0.257165,0.270014,0.911392
405,-0.992199,0.082790,0.093204,-0.013373,-0.012480,0.083550,0.221397,0.217920,1.888086,-0.093340,3.058344,0.079667,-0.256761,0.276899,0.911392
406,-0.996483,-0.021090,0.081103,-0.039609,-0.014903,0.083292,0.221051,0.217286,1.962401,-0.081192,-3.120431,0.084304,-0.256328,0.268531,0.911392
407,-0.996483,-0.021090,0.081103,-0.039609,-0.017315,0.083035,0.220707,0.216655,1.962401,-0.081192,-3.120431,0.088919,-0.255898,0.260204,0.911392
408,-0.983014,0.135006,0.124328,-0.010787,-0.019682,0.083163,0.220471,0.216097,1.896276,-0.124650,3.005107,0.093348,-0.255576,0.266932,0.912500
409,-0.828764,0.483616,0.281541,0.065684,-0.021660,0.084142,0.220620,0.215729,1.712052,-0.285400,2.613364,0.097306,-0.255649,0.272669,0.912500
410,-0.579623,0.663868,0.472564,0.138500,-0.023021,0.085556,0.221235,0.215541,1.517872,-0.492197,2.288549,0.100771,-0.256226,0.277586,0.912500
411,-0.346341,0.665780,0.660898,0.207435,-0.023808,0.086968,0.222305,0.215521,1.286093,-0.722014,2.050475,0.103655,-0.257359,0.281899,0.912500
412,-0.219558,0.546696,0.808034,0.271965,-0.024283,0.088083,0.223726,0.215658,0.950938,-0.940807,1.952689,0.105711,-0.259018,0.285955,0.912500
413,-0.146882,0.393653,0.907448,0.323330,-0.024580,0.088823,0.225382,0.215919,0.617820,-1.137171,1.927922,0.106951,-0.261144,0.289930,0.913580
414,-0.016234,0.220898,0.975162,0.346395,-0.024559,0.089142,0.227193,0.216234,0.688875,-1.347450,1.644155,0.108357,-0.263768,0.293201,0.913580
415,0.073565,0.008526,0.997254,0.357531,-0.024323,0.088948,0.229048,0.216575,2.014859,-1.496671,0.115387,0.112951,-0.266739,0.292773,0.913580
416,0.112381,-0.225331,0.967779,0.353348,-0.023994,0.088193,0.230824,0.216903,3.046754,-1.316256,-1.108159,0.120003,-0.269262,0.289405,0.913580
417,0.117515,-0.448655,0.885945,0.325366,-0.023655,0.086905,0.232395,0.217164,3.114926,-1.088529,-1.314624,0.127186,-0.271227,0.285559,0.913580
418,0.159920,-0.615539,0.771710,0.259598,-0.023216,0.085225,0.233685,0.217265,-3.137669,-0.881526,-1.316611,0.119375,-0.272687,0.281726,0.914634
419,0.187245,-0.745402,0.639777,0.180155,-0.022713,0.083242,0.234655,0.217177,-3.063671,-0.694208,-1.324689,0.111778,-0.273693,0.277892,0.914634
420,0.201781,-0.838608,0.505985,0.092457,-0.022179,0.081047,0.235301,0.216880,-2.958970,-0.530523,-1.334670,0.104467,-0.274304,0.274052,0.914634
421,0.207710,-0.899824,0.383631,0.000831,-0.021633,0.078717,0.235653,0.216366,-2.829052,-0.393725,-1.343936,0.097499,-0.274588,0.270209,0.914634
422,0.206182,-0.937186,0.281374,-0.090827,-0.021093,0.076310,0.235761,0.215638,-2.677296,-0.285226,-1.354245,0.090923,-0.274613,0.266360,0.914634
423,0.195308,-0.959374,0.203610,-0.178386,-0.020581,0.073862,0.235685,0.214707,-2.508199,-0.205044,-1.369962,0.084779,-0.274449,0.262492,0.915663
424,0.171140,-0.973812,0.149668,-0.258174,-0.020129,0.071391,0.235482,0.213592,-2.327120,-0.150232,-1.396831,0.079091,-0.274156,0.258578,0.915663
425,0.129016,-0.985012,0.114479,-0.327419,-0.019778,0.068905,0.235198,0.212319,-2.139071,-0.114731,-1.440558,0.073871,-0.273781,0.254580,0.915663
426,0.065623,-0.993747,0.090330,-0.383695,-0.019578,0.066411,0.234858,0.210920,-1.949942,-0.090453,-1.504856,0.069121,-0.273350,0.250450,0.915663
427,-0.020274,-0.997478,0.068016,-0.425923,-0.019580,0.063919,0.234467,0.209428,-1.763672,-0.068069,-1.591119,0.064828,-0.272869,0.246137,0.915663
428,-0.126105,-0.991255,0.038878,-0.453507,-0.019828,0.061454,0.234010,0.207879,-1.585296,-0.038888,-1.697334,0.060973,-0.272323,0.241596,0.916667
429,-0.245706,-0.969336,-0.003982,-0.466806,-0.020355,0.059051,0.233455,0.206307,-1.419722,0.003982,-1.819047,0.057521,-0.271679,0.236793,0.916667
430,-0.369997,-0.926776,-0.064719,-0.466977,-0.021168,0.056758,0.232762,0.204741,-1.271626,0.064764,-1.950639,0.054430,-0.270896,0.231706,0.916667
431,-0.488015,-0.860841,-0.144203,-0.455849,-0.022251,0.054629,0.231887,0.203208,-1.145159,0.144707,-2.086526,0.051647,-0.269932,0.226327,0.916667
432,-0.588688,-0.771865,-0.240146,-0.435806,-0.023562,0.052716,0.230794,0.201729,-1.043202,0.242517,-2.222365,0.049113,-0.268746,0.220659,0.916667
433,-0.662974,-0.662564,-0.348531,-0.409396,-0.025039,0.051064,0.229456,0.200318,-0.966738,0.356004,-2.356504,0.046767,-0.267303,0.214707,0.917647
434,-0.703475,-0.539922,-0.462176,-0.379720,-0.026602,0.049703,0.227863,0.198981,-0.916868,0.480448,-2.486981,0.044546,-0.265580,0.208482,0.917647
435,-0.710272,-0.464486,-0.528930,-0.361851,-0.028174,0.048520,0.226123,0.197692,-0.899726,0.557340,-2.562442,0.042376,-0.263688,0.202112,0.917647
436,-0.710272,-0.464486,-0.528930,-0.361851,-0.029738,0.047344,0.224391,0.196408,-0.899726,0.557340,-2.562442,0.040215,-0.261805,0.195771,0.917647
437,-0.710272,-0.464486,-0.528930,-0.361851,-0.031296,0.046173,0.222667,0.195131,-0.899726,0.557340,-2.562442,0.038064,-0.259931,0.189460,0.917647
438,-0.710836,-0.464528,-0.528134,-0.361520,-0.032847,0.045007,0.220953,0.193860,-0.898912,0.556402,-2.562764,0.035925,-0.258067,0.183176,0.918605
439,-0.780591,-0.465351,-0.417284,-0.319616,-0.034550,0.043844,0.219499,0.192690,-0.810802,0.430454,-2.604007,0.033996,-0.256499,0.176827,0.918605
440,-0.854502,-0.453925,-0.252543,-0.268314,-0.036414,0.042713,0.218427,0.191643,-0.747147,0.255308,-2.653285,0.032221,-0.255335,0.170395,0.918605
441,-0.895364,-0.437429,-0.083537,-0.224452,-0.038362,0.041624,0.217742,0.190699,-0.745491,0.083635,-2.687148,0.030457,-0.254567,0.163915,0.918605
442,-0.899899,-0.430936,0.066906,-0.190673,-0.040311,0.040555,0.217401,0.189836,-0.808068,-0.066956,-2.694991,0.028560,-0.254142,0.157447,0.918605
443,-0.877802,-0.446685,0.173020,-0.169456,-0.042201,0.039455,0.217300,0.189025,-0.933581,-0.173895,-2.670876,0.026388,-0.253961,0.151063,0.919540
444,-0.848029,-0.485230,0.213070,-0.162547,-0.044016,0.038273,0.217291,0.188233,-1.110043,-0.214716,-2.621877,0.023829,-0.253873,0.144817,0.919540
445,-0.829278,-0.531193,0.173587,-0.171046,-0.045781,0.036994,0.217193,0.187426,-1.310258,-0.174471,-2.571890,0.020831,-0.253694,0.138712,0.919540
446,-0.828877,-0.556847,0.053702,-0.195222,-0.047537,0.035662,0.216826,0.186568,-1.504247,-0.053728,-2.550039,0.017411,-0.253246,0.132684,0.919540
447,-0.835863,-0.532455,-0.133508,0.234514,-0.049300,0.034391,0.216042,0.186675,-1.675864,0.133908,-2.574402,0.013623,-0.252380,0.126628,0.919540
448,-0.821831,-0.439798,-0.362175,0.287537,-0.051025,0.033333,0.214752,0.186900,-1.826863,0.370600,-2.650226,0.009515,-0.250989,0.120429,0.909091
449,-0.750268,-0.282894,-0.597552,0.352182,-0.052582,0.032628,0.212943,0.187269,-1.972930,0.640444,-2.781019,0.005100,-0.249004,0.113967,0.920455
450,-0.592119,-0.092076,-0.800573,0.425336,-0.053781,0.032351,0.210690,0.187798,-2.149814,0.928251,-2.987325,0.000311,-0.246388,0.107075,0.920455
451,-0.338732,0.085191,-0.937018,0.503895,-0.054413,0.032468,0.208146,0.188499,-2.489257,1.213993,2.895204,-0.005209,-0.243150,0.113258,0.920455
452,-0.012254,0.196590,-0.980409,0.583814,-0.054320,0.032832,0.205516,0.189373,2.614646,1.372528,1.633048,0.000587,-0.239575,0.116620,0.920455
453,0.337159,0.205099,-0.918835,0.660813,-0.053455,0.033212,0.203034,0.190414,1.624707,1.165118,0.546512,0.004172,-0.236474,0.117569,0.920455
454,0.646673,0.102857,-0.755801,0.730981,-0.051913,0.033365,0.200922,0.191604,1.340392,0.856876,0.157734,0.007115,-0.234066,0.117657,0.921348
455,0.855996,-0.084097,-0.510097,0.790091,-0.049918,0.033107,0.199359,0.192920,1.191302,0.535298,-0.097930,0.009718,-0.232375,0.117184,0.921348
456,0.929261,-0.302554,-0.211979,0.834395,-0.047771,0.032371,0.198457,0.194327,1.077289,0.213600,-0.314762,0.012059,-0.231397,0.116236,0.921348
457,0.866442,-0.488797,0.101761,0.860624,-0.045770,0.031231,0.198246,0.195785,0.969811,-0.101937,-0.513636,0.014155,-0.231114,0.114858,0.921348
458,0.702534,-0.590716,0.396862,0.866330,-0.044136,0.029873,0.198679,0.197249,0.852946,-0.408096,-0.699150,0.015986,-0.231500,0.113081,0.921348
459,0.503344,-0.584361,0.636527,0.850598,-0.042944,0.028534,0.199633,0.198672,0.716114,-0.689987,-0.859745,0.017512,-0.232499,0.110961,0.922222
460,0.472743,-0.574216,0.668424,0.846223,-0.041822,0.027224,0.200652,0.200080,0.691422,-0.732087,-0.882018,0.018977,-0.233585,0.108803,0.922222
461,0.472743,-0.574216,0.668424,0.846223,-0.040706,0.025919,0.201667,0.201481,0.691422,-0.732087,-0.882018,0.020435,-0.234667,0.106653,0.922222
462,0.472743,-0.574216,0.668424,0.846223,-0.039595,0.024620,0.202677,0.202877,0.691422,-0.732087,-0.882018,0.021888,-0.235743,0.104513,0.922222
463,0.472743,-0.574216,0.668424,0.846223,-0.038488,0.023327,0.203683,0.204266,0.691422,-0.732087,-0.882018,0.023334,-0.236815,0.102383,0.922222
464,0.539064,-0.555086,0.633474,0.862029,-0.037244,0.022081,0.204610,0.205684,0.672608,-0.686035,-0.800040,0.024733,-0.237783,0.100438,0.923077
465,0.757766,-0.420844,0.498679,0.912349,-0.035534,0.021128,0.205242,0.207204,0.602382,-0.522074,-0.506960,0.025975,-0.238395,0.099132,0.923077
466,0.912903,-0.202593,0.354350,0.949119,-0.033499,0.020648,0.205562,0.208796,0.527259,-0.362219,-0.218382,0.027051,-0.238660,0.098450,0.923077
467,0.976503,0.063222,0.206023,0.968754,-0.031336,0.020739,0.205563,0.210423,0.445932,-0.207509,0.064653,0.027948,-0.238594,0.098378,0.923077
468,0.940378,0.335124,0.058150,0.968469,-0.029260,0.021411,0.205248,0.212043,0.356676,-0.058182,0.342340,0.028650,-0.238208,0.098899,0.923077
469,0.814551,0.573854,-0.084847,0.946170,-0.027460,0.022589,0.204629,0.213608,0.257827,0.084949,0.613742,0.029139,-0.237519,0.099997,0.923913
470,0.624785,0.749653,-0.218322,0.901102,-0.026073,0.024136,0.203730,0.215071,0.148217,0.220095,0.876000,0.029392,-0.236546,0.101648,0.923913
471,0.402008,0.850170,-0.340000,0.833252,-0.025164,0.025889,0.202575,0.216383,0.025252,0.346916,1.129099,0.029384,-0.235307,0.103829,0.923913
472,0.177751,0.876523,-0.447338,0.744050,-0.024734,0.027692,0.201198,0.217501,-0.113025,0.463787,1.370718,0.029082,-0.233826,0.106513,0.923913
473,-0.023354,0.842157,-0.538726,0.636281,-0.024731,0.029414,0.199634,0.218387,-0.268413,0.568924,1.598521,0.028453,-0.232129,0.109668,0.923913
474,-0.188502,0.766513,-0.613942,0.513096,-0.025076,0.030969,0.197917,0.219009,-0.443357,0.661045,1.811933,0.027458,-0.230244,0.113259,0.924731
475,-0.314428,0.669566,-0.672917,0.379252,-0.025686,0.032313,0.196084,0.219346,-0.638338,0.738145,2.009829,0.026056,-0.228205,0.117252,0.924731
476,-0.406796,0.566755,-0.716454,0.239997,-0.026486,0.033436,0.194167,0.219389,-0.852379,0.798706,2.193345,0.024210,-0.226048,0.121613,0.924731
477,-0.475549,0.466422,-0.745857,0.101127,-0.027428,0.034344,0.192196,0.219141,-1.081911,0.841821,2.365883,0.021892,-0.223809,0.126318,0.924731
478,-0.530582,0.369566,-0.762826,-0.031461,-0.028480,0.035045,0.190198,0.218617,-1.321120,0.867672,2.533199,0.019082,-0.221526,0.131354,0.924731
479,-0.578198,0.271899,-0.769258,-0.151974,-0.029628,0.035539,0.188195,0.217843,-1.563008,0.877679,2.702026,0.015779,-0.219231,0.136720,0.925532
480,-0.619406,0.167011,-0.767101,0.255038,-0.030857,0.035813,0.186205,0.217921,-1.801248,0.874309,2.878226,0.011994,-0.216953,0.142432,0.925532
481,-0.650081,0.049879,-0.758226,0.335878,-0.032144,0.035842,0.184242,0.218166,-2.031151,0.860587,3.065016,0.007746,-0.214713,0.148508,0.925532
482,-0.662928,-0.081715,-0.744210,0.391196,-0.033453,0.035599,0.182315,0.218525,-2.251815,0.839352,-3.018947,0.003058,-0.212526,0.141936,0.925532
483,-0.649548,-0.224744,-0.726345,0.418374,-0.034728,0.035060,0.180434,0.218939,-2.462744,0.812990,-2.808485,-0.002047,-0.210403,0.135828,0.925532
484,-0.603276,-0.371810,-0.705560,0.416378,-0.035903,0.034219,0.178604,0.219347,-2.664326,0.783213,-2.589261,-0.007548,-0.208350,0.130198,0.926316
485,-0.520205,-0.513829,-0.682178,0.385566,-0.036902,0.033089,0.176829,0.219690,-2.858737,0.750737,-2.362360,-0.013427,-0.206372,0.125058,0.926316
486,-0.400326,-0.639644,-0.656197,0.327617,-0.037649,0.031705,0.175115,0.219912,-3.046675,0.715768,-2.130013,-0.019668,-0.204475,0.120418,0.926316
487,-0.248210,-0.738106,-0.627368,0.246190,-0.038082,0.030124,0.173467,0.219966,3.055606,0.678169,-1.895196,-0.013353,-0.202662,0.116279,0.926316
488,-0.069600,-0.800877,-0.594771,0.145309,-0.038146,0.028421,0.171893,0.219813,2.880553,0.636981,-1.657483,-0.007423,-0.200942,0.112645,0.926316
489,0.126472,-0.820503,-0.557476,-0.030630,-0.037810,0.026685,0.170401,0.219300,2.712173,0.591342,-1.417860,-0.001861,-0.199322,0.109515,0.927083
490,0.329167,-0.791822,-0.514458,0.091339,-0.037061,0.025015,0.169003,0.219039,2.551553,0.540376,-1.176822,0.003350,-0.197812,0.106890,0.927083
491,0.527280,-0.711538,-0.464423,0.214411,-0.035911,0.023515,0.167713,0.219030,2.398999,0.482984,-0.933052,0.008229,-0.196425,0.104772,0.927083
492,0.706659,-0.579157,-0.406461,0.331539,-0.034402,0.022290,0.166546,0.219259,2.255864,0.418577,-0.686562,0.012797,-0.195175,0.103163,0.927083
493,0.852158,-0.397926,-0.339827,0.436177,-0.032604,0.021437,0.165519,0.219699,2.123065,0.346732,-0.436871,0.017078,-0.194076,0.102068,0.927083
494,0.948315,-0.175950,-0.264082,0.522443,-0.030618,0.021038,0.164650,0.220311,2.001248,0.267252,-0.183453,0.021094,-0.193142,0.101490,0.927835
495,0.981133,0.070999,-0.179824,0.584980,-0.028574,0.021139,0.163954,0.221048,1.891572,0.180808,0.072238,0.024873,-0.192387,0.101431,0.927835
496,0.978173,0.136350,-0.156800,0.596817,-0.026544,0.021371,0.163307,0.221806,1.865283,0.157450,0.138501,0.028583,-0.191682,0.101505,0.927835
497,0.978173,0.136350,-0.156800,0.596817,-0.024523,0.021602,0.162663,0.222560,1.865283,0.157450,0.138501,0.032279,-0.190979,0.101580,0.927835
498,0.978173,0.136350,-0.156800,0.596817,-0.022509,0.021833,0.162021,0.223312,1.865283,0.157450,0.138501,0.035960,-0.190279,0.101654,0.927835
